hierid,sign_match,diff_magnitude,Category
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
FJI.R13886963f95ae1bc,True,0.0,Best (Match + Low Diff)
BRN.R96dc5ee67b7dab6a,True,1.5871819021342206e-05,Best (Match + Low Diff)
CHL.11.38.235,True,2.7358019661852893e-05,Best (Match + Low Diff)
CHN.29.297.2058,True,2.960163396956344e-05,Best (Match + Low Diff)
DZA.8.221,True,2.975701812061351e-05,Best (Match + Low Diff)
CHN.18.200.1354,True,3.965618838599729e-05,Best (Match + Low Diff)
ETH.8.34.251,True,3.98453944641026e-05,Best (Match + Low Diff)
PAK.2.6.29,True,4.019463494300463e-05,Best (Match + Low Diff)
UZB.9.108,True,4.616580543405035e-05,Best (Match + Low Diff)
CAN.2.42.1079,True,0.6331713213407413,Worst (Mismatch or High Diff)
CAN.2.33.883,True,0.6312462923215263,Worst (Mismatch or High Diff)
CAN.2.22.R6f834804abaa746c,True,0.624401244135175,Worst (Mismatch or High Diff)
AUS.4.235,True,0.5939011189023597,Worst (Mismatch or High Diff)
MUS.6,True,0.5650961930587077,Worst (Mismatch or High Diff)
COL.21.R2796fe48858330ff,True,0.5649844812657532,Worst (Mismatch or High Diff)
AUS.4.224,True,0.5609825062554095,Worst (Mismatch or High Diff)
COL.17.631,True,0.5602054738441844,Worst (Mismatch or High Diff)
COL.14.543,True,0.5574726429937351,Worst (Mismatch or High Diff)
AUS.4.298,True,0.5565965226981575,Worst (Mismatch or High Diff)
