hierid,sign_match,diff_magnitude,Category
FJI.R13886963f95ae1bc,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
BRN.R96dc5ee67b7dab6a,True,1.4794365490917778e-05,Best (Match + Low Diff)
CHL.11.38.235,True,2.644750279591848e-05,Best (Match + Low Diff)
DZA.8.221,True,2.8843106005002446e-05,Best (Match + Low Diff)
CHN.29.297.2058,True,3.0125866542609776e-05,Best (Match + Low Diff)
ETH.8.34.251,True,3.207732091631697e-05,Best (Match + Low Diff)
PAK.2.6.29,True,3.728832847128247e-05,Best (Match + Low Diff)
ZWE.8.43,True,3.8480780840659056e-05,Best (Match + Low Diff)
CHN.18.200.1354,True,4.035828816871171e-05,Best (Match + Low Diff)
CAN.2.42.1079,True,0.6175004328932923,Worst (Mismatch or High Diff)
CAN.2.33.883,True,0.6156861621985021,Worst (Mismatch or High Diff)
CAN.2.22.R6f834804abaa746c,True,0.6089636437929107,Worst (Mismatch or High Diff)
AUS.4.235,True,0.5952496672133627,Worst (Mismatch or High Diff)
AUS.4.224,True,0.5622565009532803,Worst (Mismatch or High Diff)
AUS.4.298,True,0.5578336088922189,Worst (Mismatch or High Diff)
AUS.11.1286,True,0.5570091061260798,Worst (Mismatch or High Diff)
COL.21.R2796fe48858330ff,True,0.5475051909225741,Worst (Mismatch or High Diff)
JPN.32.1325,True,0.5458689161264267,Worst (Mismatch or High Diff)
AUS.11.1313,True,0.5432300903008851,Worst (Mismatch or High Diff)
