hierid,sign_match,diff_magnitude,Category
FJI.R13886963f95ae1bc,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
THA.28.R861a020fcedc486a,True,2.745096431826271e-07,Best (Match + Low Diff)
AGO.6.37,True,3.554465429612372e-07,Best (Match + Low Diff)
IND.7.117.360,True,4.4554856032658476e-07,Best (Match + Low Diff)
BGD.5.21.57.R113efbed4a5c7258,True,6.553060569028976e-07,Best (Match + Low Diff)
IND.33.502.2038,True,1.198808506717628e-06,Best (Match + Low Diff)
IND.7.112.340,True,1.323531453915883e-06,Best (Match + Low Diff)
THA.7.R94b6d0a77e4db274,True,2.2574597759609854e-06,Best (Match + Low Diff)
COL.21.767,True,2.5027778224627267e-06,Best (Match + Low Diff)
SAU.13,True,0.008312486376093275,Worst (Mismatch or High Diff)
SAU.1,True,0.008147544873536416,Worst (Mismatch or High Diff)
AUS.4.174,True,0.008083642184080642,Worst (Mismatch or High Diff)
USA.44.2597,True,0.008011087712597842,Worst (Mismatch or High Diff)
ISR.5,True,0.007959066500635936,Worst (Mismatch or High Diff)
SAU.2,True,0.007929355586560716,Worst (Mismatch or High Diff)
AUS.11.1376,True,0.007897828877127644,Worst (Mismatch or High Diff)
AUS.4.220,True,0.00785824623014686,Worst (Mismatch or High Diff)
USA.3.101,True,0.007745512490733741,Worst (Mismatch or High Diff)
ISR.2,True,0.007714932152620424,Worst (Mismatch or High Diff)
