hierid,sign_match,diff_magnitude,Category
FJI.R13886963f95ae1bc,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
THA.28.R861a020fcedc486a,True,2.834737016426059e-07,Best (Match + Low Diff)
AGO.6.37,True,4.0162557071393517e-07,Best (Match + Low Diff)
IND.7.117.360,True,4.951122164092888e-07,Best (Match + Low Diff)
BGD.5.21.57.R113efbed4a5c7258,True,6.70677144378281e-07,Best (Match + Low Diff)
IND.33.502.2038,True,1.332030987085829e-06,Best (Match + Low Diff)
IND.7.112.340,True,1.4706467137993724e-06,Best (Match + Low Diff)
THA.7.R94b6d0a77e4db274,True,2.3311196918752823e-06,Best (Match + Low Diff)
COL.21.767,True,2.5797287257219676e-06,Best (Match + Low Diff)
SAU.13,True,0.008439789666248032,Worst (Mismatch or High Diff)
AUS.4.174,True,0.008417752997842864,Worst (Mismatch or High Diff)
SAU.1,True,0.008271113993251422,Worst (Mismatch or High Diff)
AUS.11.1376,True,0.008230630283262652,Worst (Mismatch or High Diff)
USA.44.2597,True,0.008203778272458884,Worst (Mismatch or High Diff)
AUS.4.220,True,0.008184944065632083,Worst (Mismatch or High Diff)
SAU.2,True,0.00804861418400371,Worst (Mismatch or High Diff)
AUS.4.127,True,0.007966558617324981,Worst (Mismatch or High Diff)
AUS.5.386,True,0.007946244864730057,Worst (Mismatch or High Diff)
USA.3.101,True,0.00793318228744222,Worst (Mismatch or High Diff)
