hierid,sign_match,diff_magnitude,Category
FJI.R13886963f95ae1bc,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
COL.23.814,True,1.983770215874733e-07,Best (Match + Low Diff)
NGA.3.R3e3863b393e90492,True,3.0196066070634824e-07,Best (Match + Low Diff)
PNG.2.7,True,4.4249561263873163e-07,Best (Match + Low Diff)
MDG.3.7.32,True,5.147831253857356e-07,Best (Match + Low Diff)
COL.7.338,True,6.621668449870871e-07,Best (Match + Low Diff)
CHN.7.68.396,True,6.742758214525518e-07,Best (Match + Low Diff)
IND.2.12.84,True,7.12784562118305e-07,Best (Match + Low Diff)
COL.10.R1e06e7ea513cca99,True,8.283165396573324e-07,Best (Match + Low Diff)
AUS.11.1376,True,0.003883166801084248,Worst (Mismatch or High Diff)
ISR.5,True,0.00371982112664615,Worst (Mismatch or High Diff)
SAU.13,True,0.003686846086689899,Worst (Mismatch or High Diff)
ISR.2,True,0.0036773285132499778,Worst (Mismatch or High Diff)
SAU.1,True,0.0036717284333608324,Worst (Mismatch or High Diff)
AUS.5.386,True,0.003637411560735715,Worst (Mismatch or High Diff)
AUS.11.1276,True,0.003609520638200525,Worst (Mismatch or High Diff)
AUS.6.579,True,0.003560655800400103,Worst (Mismatch or High Diff)
SAU.7,True,0.0034285251541004147,Worst (Mismatch or High Diff)
USA.44.2597,True,0.0033718469313007704,Worst (Mismatch or High Diff)
