hierid,sign_match,diff_magnitude,Category
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
FJI.R13886963f95ae1bc,True,0.0,Best (Match + Low Diff)
COL.23.814,True,2.1377606330143071e-07,Best (Match + Low Diff)
NGA.3.R3e3863b393e90492,True,2.908099780397032e-07,Best (Match + Low Diff)
PNG.2.7,True,4.2717626565543377e-07,Best (Match + Low Diff)
MDG.3.7.32,True,4.87019362326003e-07,Best (Match + Low Diff)
COL.7.338,True,7.135676311565472e-07,Best (Match + Low Diff)
CHN.7.68.396,True,7.256113047598002e-07,Best (Match + Low Diff)
IND.2.12.84,True,7.899502845670823e-07,Best (Match + Low Diff)
COL.10.R1e06e7ea513cca99,True,8.926476819037191e-07,Best (Match + Low Diff)
AUS.11.1376,True,0.004078356712222897,Worst (Mismatch or High Diff)
SAU.13,True,0.0039103534683876395,Worst (Mismatch or High Diff)
SAU.1,True,0.0038920677867436693,Worst (Mismatch or High Diff)
ISR.5,True,0.0038634152755193663,Worst (Mismatch or High Diff)
ISR.2,True,0.00382074809946642,Worst (Mismatch or High Diff)
AUS.5.386,True,0.003820294328791496,Worst (Mismatch or High Diff)
AUS.11.1276,True,0.003791001098864988,Worst (Mismatch or High Diff)
AUS.6.579,True,0.0037396794214552553,Worst (Mismatch or High Diff)
SAU.7,True,0.003635713605497748,Worst (Mismatch or High Diff)
SAU.2,True,0.00354765976940552,Worst (Mismatch or High Diff)
