hierid,sign_match,diff_magnitude,Category
FJI.R13886963f95ae1bc,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
THA.28.R861a020fcedc486a,True,2.6753027413657464e-07,Best (Match + Low Diff)
AGO.6.37,True,3.554465429612372e-07,Best (Match + Low Diff)
IND.7.117.360,True,4.539708425358298e-07,Best (Match + Low Diff)
BGD.5.21.57.R113efbed4a5c7258,True,5.560820274665786e-07,Best (Match + Low Diff)
IND.33.502.2038,True,1.2214498090946826e-06,Best (Match + Low Diff)
IND.7.112.340,True,1.34853384896284e-06,Best (Match + Low Diff)
THA.7.R94b6d0a77e4db274,True,2.200048370910087e-06,Best (Match + Low Diff)
COL.21.767,True,2.413857549670318e-06,Best (Match + Low Diff)
SAU.13,True,0.00825169795380476,Worst (Mismatch or High Diff)
USA.44.2597,True,0.008171249963846217,Worst (Mismatch or High Diff)
AUS.4.174,True,0.008104536606604817,Worst (Mismatch or High Diff)
SAU.1,True,0.00808853954993527,Worst (Mismatch or High Diff)
ISR.5,True,0.007986525329988226,Worst (Mismatch or High Diff)
AUS.11.1376,True,0.00791856044121153,Worst (Mismatch or High Diff)
USA.3.101,True,0.007901468895726405,Worst (Mismatch or High Diff)
AUS.4.220,True,0.007878774819450207,Worst (Mismatch or High Diff)
SAU.2,True,0.007872511739509536,Worst (Mismatch or High Diff)
USA.44.2765,True,0.007840417287411805,Worst (Mismatch or High Diff)
