hierid,sign_match,diff_magnitude,Category
FJI.R13886963f95ae1bc,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
THA.28.R861a020fcedc486a,True,2.965792429940361e-07,Best (Match + Low Diff)
AGO.6.37,True,4.0162557071393517e-07,Best (Match + Low Diff)
IND.7.117.360,True,5.033509780723213e-07,Best (Match + Low Diff)
BGD.5.21.57.R113efbed4a5c7258,True,7.373535060492791e-07,Best (Match + Low Diff)
IND.33.502.2038,True,1.3541789381270796e-06,Best (Match + Low Diff)
IND.7.112.340,True,1.4951043095768842e-06,Best (Match + Low Diff)
THA.7.R94b6d0a77e4db274,True,2.4387510314280263e-06,Best (Match + Low Diff)
COL.21.767,True,2.7152081113069725e-06,Best (Match + Low Diff)
SAU.13,True,0.008762893345585887,Worst (Mismatch or High Diff)
SAU.1,True,0.008584740115435086,Worst (Mismatch or High Diff)
SAU.2,True,0.008351403097061727,Worst (Mismatch or High Diff)
AUS.4.174,True,0.008289587209918459,Worst (Mismatch or High Diff)
ISR.5,True,0.008221972310398451,Worst (Mismatch or High Diff)
AUS.11.1376,True,0.008103151098343142,Worst (Mismatch or High Diff)
CHL.12.45.258,True,0.008097528297101864,Worst (Mismatch or High Diff)
USA.44.2597,True,0.008090920909040511,Worst (Mismatch or High Diff)
AUS.4.220,True,0.008059719670881593,Worst (Mismatch or High Diff)
ISR.2,True,0.007972321394493331,Worst (Mismatch or High Diff)
