hierid,flexraw,Category
SAU.13,-1.8387569397346248,Bottom 10
SAU.1,-1.7847422537746087,Bottom 10
SAU.2,-1.7224179816243839,Bottom 10
CHL.12.45.258,-1.6771259057730843,Bottom 10
AUS.4.174,-1.668792039161144,Bottom 10
ISR.5,-1.6669435528935581,Bottom 10
AUS.11.1376,-1.663906761667826,Bottom 10
USA.44.2597,-1.6555320353657943,Bottom 10
ISR.2,-1.6320430104569692,Bottom 10
AUS.4.220,-1.6318120894352348,Bottom 10
ETH.3.15.68,0.3350553542562284,Top 10
MMR.4.13.70,0.337759391519426,Top 10
ETH.10.59.R28c8293b0aa0dcaf,0.34067730336137425,Top 10
ETH.8.38.Rabbc941d33500379,0.34641654509903363,Top 10
NPL.2.6.34,0.3496698810025019,Top 10
ETH.8.41.Rbe6b87e5e060cd3a,0.35796017051699197,Top 10
ETH.3.23.R63c14932f1110d07,0.36150592703302004,Top 10
ETH.8.36.R10b41422cd38bafc,0.37577389281078744,Top 10
ETH.8.38.R643231eaea6a94e7,0.3933870856148514,Top 10
KIR,0.8190998034041967,Top 10
