hierid,sign_match,diff_magnitude,Category
FJI.R13886963f95ae1bc,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
CHN.5.36.228,True,3.1793232731878256e-05,Best (Match + Low Diff)
ZAF.3.Ra88f13deafc00a10,True,6.272781957192627e-05,Best (Match + Low Diff)
CAN.9.124.2437,True,8.856195711255105e-05,Best (Match + Low Diff)
AUS.10.1048,True,0.0001222384249910044,Best (Match + Low Diff)
CAN.1.15.352,True,0.00016784082260563508,Best (Match + Low Diff)
COL.27.884,True,0.0001801976330687115,Best (Match + Low Diff)
CRI.2.21,True,0.00023053314658761682,Best (Match + Low Diff)
GRL.2.16,True,0.000281009951470087,Best (Match + Low Diff)
TZA.8.36,True,1.0843152029339473,Worst (Mismatch or High Diff)
AUS.6.449,True,0.9958775800899982,Worst (Mismatch or High Diff)
ETH.2.10.45,True,0.9864206990854687,Worst (Mismatch or High Diff)
ETH.2.12,True,0.9847728639085875,Worst (Mismatch or High Diff)
AUS.6.550,True,0.9829458570319916,Worst (Mismatch or High Diff)
ETH.2.10.R2ea9fc73b058b649,True,0.9776524596632643,Worst (Mismatch or High Diff)
ETH.9.46.404,True,0.969857552773238,Worst (Mismatch or High Diff)
COG.10,True,0.9667075709970283,Worst (Mismatch or High Diff)
MYS.4.R64393745a5bbb9ad,True,0.9603540771010322,Worst (Mismatch or High Diff)
COL.15.607,True,0.9521373035020793,Worst (Mismatch or High Diff)
