hierid,sign_match,diff_magnitude,Category
FJI.R13886963f95ae1bc,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
RUS.77.2137.2254,True,2.58421224199706e-06,Best (Match + Low Diff)
COL.25.841,True,2.7462866100351494e-05,Best (Match + Low Diff)
USA.33.1882,True,7.528162605251735e-05,Best (Match + Low Diff)
USA.27.1623,True,0.00010823098116889308,Best (Match + Low Diff)
BOL.4.43.140,True,0.00012827297371467808,Best (Match + Low Diff)
USA.13.565,True,0.00013233655467341103,Best (Match + Low Diff)
CAN.9.165.Re3347dba3cb97fa0,True,0.0001666082674235495,Best (Match + Low Diff)
KAZ.5.58,True,0.0001680069236451687,Best (Match + Low Diff)
COL.15.607,True,0.5001292381797002,Worst (Mismatch or High Diff)
TZA.8.36,True,0.47590712660434986,Worst (Mismatch or High Diff)
MYS.4.R64393745a5bbb9ad,True,0.451342435809515,Worst (Mismatch or High Diff)
AUS.6.449,True,0.44863468511673105,Worst (Mismatch or High Diff)
AUS.6.550,True,0.4408896902799524,Worst (Mismatch or High Diff)
COG.10,True,0.41117801787018826,Worst (Mismatch or High Diff)
CHL.4.10.50,True,0.40726262175769296,Worst (Mismatch or High Diff)
BOL.3.27.80,True,0.4070571915216554,Worst (Mismatch or High Diff)
BOL.3.27.79,True,0.40653041535089607,Worst (Mismatch or High Diff)
BOL.3.27.81,True,0.40525393423761485,Worst (Mismatch or High Diff)
