hierid,sign_match,diff_magnitude,Category
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
FJI.R13886963f95ae1bc,True,0.0,Best (Match + Low Diff)
RUS.77.2137.2254,True,2.3657158426918562e-06,Best (Match + Low Diff)
COL.25.841,True,2.407618597792681e-05,Best (Match + Low Diff)
USA.33.1882,True,7.458498738875747e-05,Best (Match + Low Diff)
USA.27.1623,True,0.0001072258550815859,Best (Match + Low Diff)
BOL.4.43.140,True,0.00010730396187155208,Best (Match + Low Diff)
USA.13.565,True,0.0001311074834388736,Best (Match + Low Diff)
KAZ.5.58,True,0.0001586889354693936,Best (Match + Low Diff)
CAN.9.165.Re3347dba3cb97fa0,True,0.00016521380760248623,Best (Match + Low Diff)
AUS.6.449,True,0.44624932261391675,Worst (Mismatch or High Diff)
AUS.6.550,True,0.4385455856601622,Worst (Mismatch or High Diff)
COL.15.607,True,0.43692853788931674,Worst (Mismatch or High Diff)
TZA.8.36,True,0.42904373704413323,Worst (Mismatch or High Diff)
MWI.8,True,0.39948520214218375,Worst (Mismatch or High Diff)
MYS.4.R64393745a5bbb9ad,True,0.3939179767965883,Worst (Mismatch or High Diff)
COG.10,True,0.3841835284662919,Worst (Mismatch or High Diff)
MWI.17,True,0.3778280686058334,Worst (Mismatch or High Diff)
ETH.2.12,True,0.3725726223159749,Worst (Mismatch or High Diff)
ETH.2.10.45,True,0.3695264075884288,Worst (Mismatch or High Diff)
