hierid,sign_match,diff_magnitude,Category
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
FJI.R13886963f95ae1bc,True,0.0,Best (Match + Low Diff)
RUS.77.2137.2254,True,2.4078601100001438e-06,Best (Match + Low Diff)
COL.25.841,True,2.374890621562455e-05,Best (Match + Low Diff)
USA.33.1882,True,7.37407326115717e-05,Best (Match + Low Diff)
BOL.4.43.140,True,0.00010071011332706957,Best (Match + Low Diff)
USA.27.1623,True,0.00010600777767472047,Best (Match + Low Diff)
USA.13.565,True,0.00012961795620956357,Best (Match + Low Diff)
CAN.9.165.Re3347dba3cb97fa0,True,0.00015803813073412344,Best (Match + Low Diff)
KAZ.5.58,True,0.0001614419749958993,Best (Match + Low Diff)
COL.15.607,True,0.43082112336965206,Worst (Mismatch or High Diff)
AUS.6.449,True,0.4207122941891052,Worst (Mismatch or High Diff)
AUS.6.550,True,0.41345096960014616,Worst (Mismatch or High Diff)
MYS.4.R64393745a5bbb9ad,True,0.3927798125440219,Worst (Mismatch or High Diff)
TZA.8.36,True,0.3835555358905486,Worst (Mismatch or High Diff)
COG.10,True,0.3658149240223274,Worst (Mismatch or High Diff)
VNM.2.16.149.1946,True,0.36276278115263133,Worst (Mismatch or High Diff)
VNM.2.16.149.Re7146bb111fafbb3,True,0.36274820566466215,Worst (Mismatch or High Diff)
IND.31.464.1870,True,0.35688726438176815,Worst (Mismatch or High Diff)
MWI.8,True,0.3566913622473169,Worst (Mismatch or High Diff)
