hierid,sign_match,diff_magnitude,Category
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
FJI.R13886963f95ae1bc,True,0.0,Best (Match + Low Diff)
CHN.5.36.228,True,3.514020338687416e-05,Best (Match + Low Diff)
ZAF.3.Ra88f13deafc00a10,True,6.844627866202287e-05,Best (Match + Low Diff)
CAN.9.124.2437,True,8.969925668168594e-05,Best (Match + Low Diff)
AUS.10.1048,True,0.00013082292264474067,Best (Match + Low Diff)
CAN.1.15.352,True,0.00017000324998300934,Best (Match + Low Diff)
COL.27.884,True,0.00019935901585059457,Best (Match + Low Diff)
CRI.2.21,True,0.00024815792619784047,Best (Match + Low Diff)
GRL.2.16,True,0.0002905707076656175,Best (Match + Low Diff)
AUS.6.449,True,1.0658223983435013,Worst (Mismatch or High Diff)
COL.15.607,True,1.05338304402911,Worst (Mismatch or High Diff)
AUS.6.550,True,1.0519780550451294,Worst (Mismatch or High Diff)
MYS.4.R64393745a5bbb9ad,True,1.0342965440324272,Worst (Mismatch or High Diff)
TZA.8.36,True,1.0268894675466969,Worst (Mismatch or High Diff)
AUS.6.847,True,0.980763435928639,Worst (Mismatch or High Diff)
PER.24.190.R068f3fec8913c9ab,True,0.9806301988561361,Worst (Mismatch or High Diff)
MYS.10.85,True,0.9549041084135634,Worst (Mismatch or High Diff)
COG.10,True,0.9467345491667909,Worst (Mismatch or High Diff)
BOL.8.79.268,True,0.9285991545516941,Worst (Mismatch or High Diff)
