hierid,sign_match,diff_magnitude,Category
USA.50.3101,True,0.0,Best (Match + Low Diff)
USA.50.3114,True,0.0,Best (Match + Low Diff)
USA.51.3123,True,0.0,Best (Match + Low Diff)
USA.50.3055,True,0.0,Best (Match + Low Diff)
USA.50.3060,True,0.0,Best (Match + Low Diff)
USA.50.3105,True,0.0,Best (Match + Low Diff)
USA.51.3143,True,0.0,Best (Match + Low Diff)
USA.50.3111,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
USA.51.3141,True,0.0,Best (Match + Low Diff)
PER.21.162.Rabb9c8c56d8820ee,True,0.8261901761316963,Worst (Mismatch or High Diff)
PER.21.162.1595,True,0.8124879177436237,Worst (Mismatch or High Diff)
IDN.23.303,True,0.775700774087654,Worst (Mismatch or High Diff)
PER.21.172.1673,True,0.764485874127484,Worst (Mismatch or High Diff)
IND.23.350.1495,True,0.7557941077684811,Worst (Mismatch or High Diff)
IND.23.355.1500,True,0.7457254426901945,Worst (Mismatch or High Diff)
PER.21.172.1677,True,0.7367346960726975,Worst (Mismatch or High Diff)
PNG.19.86,True,0.7253621820194316,Worst (Mismatch or High Diff)
IND.23.351.1496,True,0.7203043798175748,Worst (Mismatch or High Diff)
IND.21.325.1321,True,0.7140586348269529,Worst (Mismatch or High Diff)
