hierid,sign_match,diff_magnitude,Category
USA.51.3143,True,0.0,Best (Match + Low Diff)
USA.51.3131,True,0.0,Best (Match + Low Diff)
USA.50.3111,True,0.0,Best (Match + Low Diff)
USA.51.3141,True,0.0,Best (Match + Low Diff)
USA.48.2981,True,0.0,Best (Match + Low Diff)
USA.48.2977,True,0.0,Best (Match + Low Diff)
USA.50.3105,True,0.0,Best (Match + Low Diff)
USA.6.261,True,0.0,Best (Match + Low Diff)
USA.50.3074,True,0.0,Best (Match + Low Diff)
FJI.R13886963f95ae1bc,True,0.0,Best (Match + Low Diff)
PER.21.162.Rabb9c8c56d8820ee,True,1.9450222816133276,Worst (Mismatch or High Diff)
PER.21.162.1595,True,1.9260281635162393,Worst (Mismatch or High Diff)
PER.21.172.1673,True,1.7982910729619324,Worst (Mismatch or High Diff)
IND.23.355.1500,True,1.739724028432449,Worst (Mismatch or High Diff)
IND.23.350.1495,True,1.7224713509638225,Worst (Mismatch or High Diff)
IND.23.351.1496,True,1.7059285422348727,Worst (Mismatch or High Diff)
IDN.23.303,True,1.6984307075547127,Worst (Mismatch or High Diff)
PER.21.172.1677,True,1.6699611634141052,Worst (Mismatch or High Diff)
PER.8.79.770,True,1.6518231084993533,Worst (Mismatch or High Diff)
IND.23.352.1497,True,1.5658520305046495,Worst (Mismatch or High Diff)
