hierid,sign_match,diff_magnitude,Category
USA.50.3111,True,0.0,Best (Match + Low Diff)
USA.51.3123,True,0.0,Best (Match + Low Diff)
USA.50.3055,True,0.0,Best (Match + Low Diff)
USA.50.3067,True,0.0,Best (Match + Low Diff)
USA.50.3069,True,0.0,Best (Match + Low Diff)
USA.50.3064,True,0.0,Best (Match + Low Diff)
FJI.R13886963f95ae1bc,True,0.0,Best (Match + Low Diff)
USA.50.3074,True,0.0,Best (Match + Low Diff)
USA.48.2977,True,0.0,Best (Match + Low Diff)
USA.48.2981,True,0.0,Best (Match + Low Diff)
PER.21.162.Rabb9c8c56d8820ee,True,0.7425165466445907,Worst (Mismatch or High Diff)
IDN.23.303,True,0.733973530174967,Worst (Mismatch or High Diff)
PER.21.162.1595,True,0.7301965527107843,Worst (Mismatch or High Diff)
PNG.19.86,True,0.7227014694705076,Worst (Mismatch or High Diff)
IND.23.350.1495,True,0.70637923919982,Worst (Mismatch or High Diff)
IND.23.355.1500,True,0.6967904967278962,Worst (Mismatch or High Diff)
PER.21.172.1673,True,0.6870560936251202,Worst (Mismatch or High Diff)
IND.23.351.1496,True,0.673128339305106,Worst (Mismatch or High Diff)
IND.21.325.1321,True,0.6674942121326248,Worst (Mismatch or High Diff)
PER.21.172.1677,True,0.662115354219347,Worst (Mismatch or High Diff)
