hierid,sign_match,diff_magnitude,Category
USA.50.3055,True,0.0,Best (Match + Low Diff)
USA.50.3069,True,0.0,Best (Match + Low Diff)
USA.50.3101,True,0.0,Best (Match + Low Diff)
USA.6.302,True,0.0,Best (Match + Low Diff)
USA.50.3067,True,0.0,Best (Match + Low Diff)
FJI.R13886963f95ae1bc,True,0.0,Best (Match + Low Diff)
USA.51.3143,True,0.0,Best (Match + Low Diff)
USA.45.2797,True,0.0,Best (Match + Low Diff)
USA.48.2981,True,0.0,Best (Match + Low Diff)
USA.51.3141,True,0.0,Best (Match + Low Diff)
PER.21.162.Rabb9c8c56d8820ee,True,1.7480372793250214,Worst (Mismatch or High Diff)
PER.21.162.1595,True,1.730953894464208,Worst (Mismatch or High Diff)
IND.23.355.1500,True,1.6255623055689559,Worst (Mismatch or High Diff)
PER.21.172.1673,True,1.616153916774815,Worst (Mismatch or High Diff)
IND.23.350.1495,True,1.609853781514294,Worst (Mismatch or High Diff)
IDN.23.303,True,1.6070670854334272,Worst (Mismatch or High Diff)
IND.23.351.1496,True,1.5941994506524622,Worst (Mismatch or High Diff)
PNG.19.86,True,1.5343724578116587,Worst (Mismatch or High Diff)
PER.21.172.1677,True,1.5008210325109719,Worst (Mismatch or High Diff)
PER.8.79.770,True,1.4845208132566965,Worst (Mismatch or High Diff)
