hierid,sign_match,diff_magnitude,Category
USA.50.3069,True,0.0,Best (Match + Low Diff)
USA.50.3067,True,0.0,Best (Match + Low Diff)
USA.50.3055,True,0.0,Best (Match + Low Diff)
USA.50.3114,True,0.0,Best (Match + Low Diff)
USA.50.3050,True,0.0,Best (Match + Low Diff)
USA.50.3101,True,0.0,Best (Match + Low Diff)
USA.48.2977,True,0.0,Best (Match + Low Diff)
USA.51.3143,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
USA.6.261,True,0.0,Best (Match + Low Diff)
PER.21.162.Rabb9c8c56d8820ee,True,0.7750888486814671,Worst (Mismatch or High Diff)
PNG.19.86,True,0.7739297340488323,Worst (Mismatch or High Diff)
IDN.23.303,True,0.7642737503464703,Worst (Mismatch or High Diff)
PER.21.162.1595,True,0.7622307687442353,Worst (Mismatch or High Diff)
IND.23.350.1495,True,0.7569214576026191,Worst (Mismatch or High Diff)
IND.23.355.1500,True,0.7468419231976311,Worst (Mismatch or High Diff)
IND.23.351.1496,True,0.7213807858489798,Worst (Mismatch or High Diff)
PER.21.172.1673,True,0.7171978018717338,Worst (Mismatch or High Diff)
IND.21.325.1321,True,0.7151209375357912,Worst (Mismatch or High Diff)
IND.20.288.1084,True,0.7095381749801895,Worst (Mismatch or High Diff)
