hierid,sign_match,diff_magnitude,Category
USA.51.3141,True,0.0,Best (Match + Low Diff)
FJI.R13886963f95ae1bc,True,0.0,Best (Match + Low Diff)
USA.51.3131,True,0.0,Best (Match + Low Diff)
USA.50.3074,True,0.0,Best (Match + Low Diff)
USA.48.2981,True,0.0,Best (Match + Low Diff)
USA.51.3123,True,0.0,Best (Match + Low Diff)
USA.50.3111,True,0.0,Best (Match + Low Diff)
USA.51.3140,True,0.0,Best (Match + Low Diff)
USA.6.261,True,0.0,Best (Match + Low Diff)
USA.50.3105,True,0.0,Best (Match + Low Diff)
PER.21.162.Rabb9c8c56d8820ee,True,0.7819785982672116,Worst (Mismatch or High Diff)
PER.21.162.1595,True,0.7690065155342918,Worst (Mismatch or High Diff)
PNG.19.86,True,0.7462334987100216,Worst (Mismatch or High Diff)
PER.21.172.1673,True,0.7235732531293997,Worst (Mismatch or High Diff)
IDN.23.303,True,0.7145699088356683,Worst (Mismatch or High Diff)
PER.21.172.1677,True,0.6973071848974128,Worst (Mismatch or High Diff)
IND.23.350.1495,True,0.6957925073444335,Worst (Mismatch or High Diff)
IND.23.355.1500,True,0.6863064517807611,Worst (Mismatch or High Diff)
IND.23.351.1496,True,0.6630211482966784,Worst (Mismatch or High Diff)
IND.21.325.1321,True,0.6575180350197753,Worst (Mismatch or High Diff)
