hierid,sign_match,diff_magnitude,Category
MHL,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
PCN,True,0.0,Best (Match + Low Diff)
MAF,True,0.0,Best (Match + Low Diff)
TKL.R509f9c8f36fd8571,True,0.0,Best (Match + Low Diff)
VAT,True,0.0,Best (Match + Low Diff)
NRU.R48a30b843dc4b8e2,True,0.0,Best (Match + Low Diff)
AIA,True,0.0,Best (Match + Low Diff)
BLM,True,0.0,Best (Match + Low Diff)
CCK,True,0.0,Best (Match + Low Diff)
QAT.1,True,0.27624799153283863,Worst (Mismatch or High Diff)
QAT.5,True,0.27360558440922667,Worst (Mismatch or High Diff)
QAT.Raded92090ad6c843,True,0.2735026298724179,Worst (Mismatch or High Diff)
QAT.R30a7711ec96544b9,True,0.2720866823374868,Worst (Mismatch or High Diff)
USA.5.216,True,0.26188848874936266,Worst (Mismatch or High Diff)
USA.5.196,True,0.2584195268732641,Worst (Mismatch or High Diff)
USA.3.100,True,0.25835051916303264,Worst (Mismatch or High Diff)
ARE.2,True,0.2580733806223634,Worst (Mismatch or High Diff)
KWT.5,True,0.25776196322901335,Worst (Mismatch or High Diff)
USA.29.1752,True,0.25708440437535796,Worst (Mismatch or High Diff)
