hierid,flexraw,Category
DZA.41.1258,-3.4588623043408124,Bottom 10
DZA.1.16,-3.4514778983434473,Bottom 10
DZA.1.5,-3.4295743458868757,Bottom 10
DZA.1.1,-3.415188317368416,Bottom 10
DZA.41.1261,-3.4106735880803227,Bottom 10
DZA.1.R0407246e18910365,-3.378703943796138,Bottom 10
KWT.3,-3.3775015973101907,Bottom 10
KWT.4,-3.3757535707017916,Bottom 10
DZA.41.1256,-3.3742002504210253,Bottom 10
KWT.2,-3.37103466204804,Bottom 10
MMR.11.41.196,1.3286992225601693,Top 10
VNM.2.20.R1e4f623973c063b9,1.32942770818408,Top 10
KHM.17.112.1024.1027,1.3322737500730315,Top 10
KHM.17.110.1002.1005,1.3333735862345506,Top 10
KHM.17.111.1013.1016,1.337321617144648,Top 10
MMR.8.27.135,1.3449716323135077,Top 10
MMR.11.42.198,1.348741455021553,Top 10
VNM.2.20.R6fe89b6a356f6765,1.3572648273112409,Top 10
VNM.3.31,1.3581602749187458,Top 10
MMR.11.41.194,1.3626580288923593,Top 10
