hierid,flexraw,Category
DZA.41.1258,-3.4468427172129217,Bottom 10
DZA.1.16,-3.4394833462779544,Bottom 10
DZA.1.5,-3.4176561265738266,Bottom 10
DZA.1.1,-3.4033200132086976,Bottom 10
DZA.41.1261,-3.398820595566928,Bottom 10
DZA.1.R0407246e18910365,-3.3669624520212187,Bottom 10
KWT.3,-3.366832399225006,Bottom 10
KWT.4,-3.365089763887992,Bottom 10
DZA.41.1256,-3.3624744626050678,Bottom 10
KWT.2,-3.3603858387404286,Bottom 10
VNM.5.49.507.Rec5d9fac25d56474,1.3201502171607928,Top 10
VNM.2.20.R1e4f623973c063b9,1.3255926926878165,Top 10
KHM.17.112.1024.1027,1.3261895568556177,Top 10
KHM.17.110.1002.1005,1.327284370313872,Top 10
KHM.17.111.1013.1016,1.3312143714587774,Top 10
MMR.8.27.135,1.333691213788621,Top 10
MMR.11.42.198,1.3374294725133662,Top 10
MMR.11.41.194,1.3512293022606394,Top 10
VNM.2.20.R6fe89b6a356f6765,1.3533494768877126,Top 10
VNM.3.31,1.354242308634674,Top 10
