hierid,sign_match,diff_magnitude,Category
MHL,True,0.0,Best (Match + Low Diff)
MAF,True,0.0,Best (Match + Low Diff)
NRU.R48a30b843dc4b8e2,True,0.0,Best (Match + Low Diff)
GIB,True,0.0,Best (Match + Low Diff)
MCO,True,0.0,Best (Match + Low Diff)
CXR,True,0.0,Best (Match + Low Diff)
PCN,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
BLM,True,0.0,Best (Match + Low Diff)
BMU.R676c07148ce9acd1,True,0.0,Best (Match + Low Diff)
USA.3.108,True,0.1451812961657657,Worst (Mismatch or High Diff)
KWT.4,True,0.14323681692604184,Worst (Mismatch or High Diff)
KWT.2,True,0.14301126107748852,Worst (Mismatch or High Diff)
USA.5.196,True,0.14295299311589948,Worst (Mismatch or High Diff)
USA.3.100,True,0.14207299924128192,Worst (Mismatch or High Diff)
KWT.5,True,0.14192084313116116,Worst (Mismatch or High Diff)
KWT.1,True,0.14119513400293915,Worst (Mismatch or High Diff)
KWT.3,True,0.1407074679425273,Worst (Mismatch or High Diff)
SAU.6,True,0.1377446507058009,Worst (Mismatch or High Diff)
SAU.7,True,0.13473036803704908,Worst (Mismatch or High Diff)
