hierid,sign_match,diff_magnitude,Category
MCO,True,0.0,Best (Match + Low Diff)
CXR,True,0.0,Best (Match + Low Diff)
BLM,True,0.0,Best (Match + Low Diff)
CCK,True,0.0,Best (Match + Low Diff)
TKL.R509f9c8f36fd8571,True,0.0,Best (Match + Low Diff)
VAT,True,0.0,Best (Match + Low Diff)
AIA,True,0.0,Best (Match + Low Diff)
GIB,True,0.0,Best (Match + Low Diff)
NRU.R48a30b843dc4b8e2,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
KWT.4,True,0.14786658832709598,Worst (Mismatch or High Diff)
KWT.2,True,0.14763431782392544,Worst (Mismatch or High Diff)
KWT.5,True,0.146507522286476,Worst (Mismatch or High Diff)
KWT.1,True,0.1458114978150915,Worst (Mismatch or High Diff)
KWT.3,True,0.14533956661982694,Worst (Mismatch or High Diff)
USA.3.108,True,0.14120137124473464,Worst (Mismatch or High Diff)
USA.5.196,True,0.13903861959034725,Worst (Mismatch or High Diff)
SAU.6,True,0.1387317948164868,Worst (Mismatch or High Diff)
USA.3.100,True,0.13817316071474028,Worst (Mismatch or High Diff)
SAU.7,True,0.13570169543977162,Worst (Mismatch or High Diff)
