hierid,sign_match,diff_magnitude,Category
CCK,True,0.0,Best (Match + Low Diff)
GIB,True,0.0,Best (Match + Low Diff)
MCO,True,0.0,Best (Match + Low Diff)
CXR,True,0.0,Best (Match + Low Diff)
TKL.R509f9c8f36fd8571,True,0.0,Best (Match + Low Diff)
VAT,True,0.0,Best (Match + Low Diff)
BLM,True,0.0,Best (Match + Low Diff)
NRU.R48a30b843dc4b8e2,True,0.0,Best (Match + Low Diff)
AIA,True,0.0,Best (Match + Low Diff)
MHL,True,0.0,Best (Match + Low Diff)
QAT.1,True,0.2835188346088522,Worst (Mismatch or High Diff)
QAT.5,True,0.2808881010296833,Worst (Mismatch or High Diff)
QAT.Raded92090ad6c843,True,0.28073970371283874,Worst (Mismatch or High Diff)
QAT.R30a7711ec96544b9,True,0.2793771090468482,Worst (Mismatch or High Diff)
ARE.2,True,0.2721239798497779,Worst (Mismatch or High Diff)
USA.5.216,True,0.26922780046807215,Worst (Mismatch or High Diff)
ARE.1,True,0.2690573667384566,Worst (Mismatch or High Diff)
ARE.8,True,0.2686698384205153,Worst (Mismatch or High Diff)
ARE.3,True,0.2670626020143194,Worst (Mismatch or High Diff)
ARE.7,True,0.2663703876167327,Worst (Mismatch or High Diff)
