hierid,sign_match,diff_magnitude,Category
CCK,True,0.0,Best (Match + Low Diff)
NRU.R48a30b843dc4b8e2,True,0.0,Best (Match + Low Diff)
CXR,True,0.0,Best (Match + Low Diff)
MHL,True,0.0,Best (Match + Low Diff)
PCN,True,0.0,Best (Match + Low Diff)
BMU.R676c07148ce9acd1,True,0.0,Best (Match + Low Diff)
MAF,True,0.0,Best (Match + Low Diff)
MCO,True,0.0,Best (Match + Low Diff)
VAT,True,0.0,Best (Match + Low Diff)
GIB,True,0.0,Best (Match + Low Diff)
QAT.1,True,0.2835188346088522,Worst (Mismatch or High Diff)
QAT.5,True,0.2808881010296833,Worst (Mismatch or High Diff)
QAT.Raded92090ad6c843,True,0.28073970371283874,Worst (Mismatch or High Diff)
QAT.R30a7711ec96544b9,True,0.2793771090468482,Worst (Mismatch or High Diff)
KWT.5,True,0.2734717499838242,Worst (Mismatch or High Diff)
KWT.2,True,0.2722964951177014,Worst (Mismatch or High Diff)
ARE.2,True,0.2721239798497779,Worst (Mismatch or High Diff)
KWT.4,True,0.27190945512425024,Worst (Mismatch or High Diff)
KWT.1,True,0.2717616478765468,Worst (Mismatch or High Diff)
USA.5.216,True,0.27099637254472864,Worst (Mismatch or High Diff)
