hierid,sign_match,diff_magnitude,Category
BLM,True,0.0,Best (Match + Low Diff)
VAT,True,0.0,Best (Match + Low Diff)
MHL,True,0.0,Best (Match + Low Diff)
PCN,True,0.0,Best (Match + Low Diff)
MCO,True,0.0,Best (Match + Low Diff)
CXR,True,0.0,Best (Match + Low Diff)
NRU.R48a30b843dc4b8e2,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
TKL.R509f9c8f36fd8571,True,0.0,Best (Match + Low Diff)
CCK,True,0.0,Best (Match + Low Diff)
KWT.4,True,0.14829762082060238,Worst (Mismatch or High Diff)
KWT.2,True,0.1480647446821135,Worst (Mismatch or High Diff)
KWT.5,True,0.1469347893945967,Worst (Mismatch or High Diff)
KWT.1,True,0.14624150552969573,Worst (Mismatch or High Diff)
KWT.3,True,0.14577092281427673,Worst (Mismatch or High Diff)
USA.3.108,True,0.14458483580816628,Worst (Mismatch or High Diff)
USA.5.196,True,0.14236629684904756,Worst (Mismatch or High Diff)
USA.3.100,True,0.14148797368136456,Worst (Mismatch or High Diff)
SAU.6,True,0.14080052364654794,Worst (Mismatch or High Diff)
IRQ.2.15,True,0.1383641044958308,Worst (Mismatch or High Diff)
