hierid,sign_match,diff_magnitude,Category
BLM,True,0.0,Best (Match + Low Diff)
MAF,True,0.0,Best (Match + Low Diff)
MHL,True,0.0,Best (Match + Low Diff)
PCN,True,0.0,Best (Match + Low Diff)
CCK,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
MCO,True,0.0,Best (Match + Low Diff)
GIB,True,0.0,Best (Match + Low Diff)
CXR,True,0.0,Best (Match + Low Diff)
TKL.R509f9c8f36fd8571,True,0.0,Best (Match + Low Diff)
QAT.1,True,0.28133336378334484,Worst (Mismatch or High Diff)
QAT.5,True,0.2786997585969351,Worst (Mismatch or High Diff)
QAT.Raded92090ad6c843,True,0.2785645700436996,Worst (Mismatch or High Diff)
QAT.R30a7711ec96544b9,True,0.2771857928529178,Worst (Mismatch or High Diff)
ARE.2,True,0.2702100512898431,Worst (Mismatch or High Diff)
USA.5.216,True,0.2681272223381299,Worst (Mismatch or High Diff)
ARE.1,True,0.2671138834775375,Worst (Mismatch or High Diff)
ARE.8,True,0.2667518203913577,Worst (Mismatch or High Diff)
ARE.3,True,0.26515911738190745,Worst (Mismatch or High Diff)
USA.5.196,True,0.26460440403411134,Worst (Mismatch or High Diff)
