hierid,sign_match,diff_magnitude,Category
AIA,True,0.0,Best (Match + Low Diff)
NRU.R48a30b843dc4b8e2,True,0.0,Best (Match + Low Diff)
MHL,True,0.0,Best (Match + Low Diff)
GIB,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
PCN,True,0.0,Best (Match + Low Diff)
BLM,True,0.0,Best (Match + Low Diff)
MAF,True,0.0,Best (Match + Low Diff)
MCO,True,0.0,Best (Match + Low Diff)
BMU.R676c07148ce9acd1,True,0.0,Best (Match + Low Diff)
KWT.4,True,0.14627124373069256,Worst (Mismatch or High Diff)
KWT.2,True,0.1460412148149821,Worst (Mismatch or High Diff)
KWT.5,True,0.14492688336411996,Worst (Mismatch or High Diff)
KWT.1,True,0.144220657412498,Worst (Mismatch or High Diff)
USA.3.108,True,0.14401255902213572,Worst (Mismatch or High Diff)
KWT.3,True,0.14374352773020194,Worst (Mismatch or High Diff)
USA.5.196,True,0.14180358816380423,Worst (Mismatch or High Diff)
USA.3.100,True,0.1409276394657053,Worst (Mismatch or High Diff)
SAU.6,True,0.1377446507058009,Worst (Mismatch or High Diff)
SAU.7,True,0.13473036803704908,Worst (Mismatch or High Diff)
