hierid,sign_match,diff_magnitude,Category
CXR,True,0.0,Best (Match + Low Diff)
CCK,True,0.0,Best (Match + Low Diff)
GIB,True,0.0,Best (Match + Low Diff)
VAT,True,0.0,Best (Match + Low Diff)
TKL.R509f9c8f36fd8571,True,0.0,Best (Match + Low Diff)
MDV,True,0.0,Best (Match + Low Diff)
BLM,True,0.0,Best (Match + Low Diff)
AIA,True,0.0,Best (Match + Low Diff)
BMU.R676c07148ce9acd1,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
DZA.1.16,True,0.38703761416935323,Worst (Mismatch or High Diff)
DZA.41.1258,True,0.38466456533727633,Worst (Mismatch or High Diff)
DZA.1.1,True,0.3803803671280578,Worst (Mismatch or High Diff)
DZA.41.1260,True,0.37792308199673996,Worst (Mismatch or High Diff)
DZA.41.1255,True,0.3762602217623481,Worst (Mismatch or High Diff)
DZA.41.1261,True,0.3759580271887798,Worst (Mismatch or High Diff)
DZA.1.R0407246e18910365,True,0.3712615285040822,Worst (Mismatch or High Diff)
DZA.41.1256,True,0.37019236990841187,Worst (Mismatch or High Diff)
DZA.22.637,True,0.3617199416200745,Worst (Mismatch or High Diff)
DZA.41.1263,True,0.35896310791672026,Worst (Mismatch or High Diff)
