hierid,sign_match,diff_magnitude,Category
CCK,True,0.0,Best (Match + Low Diff)
MHL,True,0.0,Best (Match + Low Diff)
PCN,True,0.0,Best (Match + Low Diff)
MDV,True,0.0,Best (Match + Low Diff)
MCO,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
CXR,True,0.0,Best (Match + Low Diff)
BLM,True,0.0,Best (Match + Low Diff)
MAF,True,0.0,Best (Match + Low Diff)
NRU.R48a30b843dc4b8e2,True,0.0,Best (Match + Low Diff)
DZA.1.16,True,0.736191425399719,Worst (Mismatch or High Diff)
DZA.41.1260,True,0.7347926804501272,Worst (Mismatch or High Diff)
DZA.41.1258,True,0.7328639954509606,Worst (Mismatch or High Diff)
DZA.1.1,True,0.7322153260696806,Worst (Mismatch or High Diff)
DZA.41.1261,True,0.728479790461954,Worst (Mismatch or High Diff)
DZA.41.1255,True,0.7278243203647354,Worst (Mismatch or High Diff)
DZA.1.R0407246e18910365,True,0.7245019054810271,Worst (Mismatch or High Diff)
DZA.41.1256,True,0.7223651829635762,Worst (Mismatch or High Diff)
DZA.44.1336,True,0.7141063513800228,Worst (Mismatch or High Diff)
DZA.22.637,True,0.7113835022342057,Worst (Mismatch or High Diff)
