hierid,sign_match,diff_magnitude,Category
CXR,True,0.0,Best (Match + Low Diff)
MCO,True,0.0,Best (Match + Low Diff)
MAF,True,0.0,Best (Match + Low Diff)
GIB,True,0.0,Best (Match + Low Diff)
CCK,True,0.0,Best (Match + Low Diff)
MHL,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
BMU.R676c07148ce9acd1,True,0.0,Best (Match + Low Diff)
PCN,True,0.0,Best (Match + Low Diff)
AIA,True,0.0,Best (Match + Low Diff)
DZA.1.16,True,0.847109566072237,Worst (Mismatch or High Diff)
DZA.41.1260,True,0.8455003320481838,Worst (Mismatch or High Diff)
DZA.41.1258,True,0.8432782736066498,Worst (Mismatch or High Diff)
DZA.1.1,True,0.8422474871425338,Worst (Mismatch or High Diff)
DZA.41.1261,True,0.838229316527846,Worst (Mismatch or High Diff)
DZA.41.1255,True,0.8374818640246164,Worst (Mismatch or High Diff)
DZA.1.R0407246e18910365,True,0.8336475494307654,Worst (Mismatch or High Diff)
DZA.41.1256,True,0.8312005989367321,Worst (Mismatch or High Diff)
DZA.44.1336,True,0.8216939835341173,Worst (Mismatch or High Diff)
DZA.22.637,True,0.818523032155573,Worst (Mismatch or High Diff)
