hierid,sign_match,diff_magnitude,Category
CCK,True,0.0,Best (Match + Low Diff)
MCO,True,0.0,Best (Match + Low Diff)
GIB,True,0.0,Best (Match + Low Diff)
MHL,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
PCN,True,0.0,Best (Match + Low Diff)
VAT,True,0.0,Best (Match + Low Diff)
TKL.R509f9c8f36fd8571,True,0.0,Best (Match + Low Diff)
CXR,True,0.0,Best (Match + Low Diff)
BMU.R676c07148ce9acd1,True,0.0,Best (Match + Low Diff)
DZA.1.16,True,0.33635999907282943,Worst (Mismatch or High Diff)
DZA.41.1258,True,0.33429867587574036,Worst (Mismatch or High Diff)
DZA.1.1,True,0.330687047214712,Worst (Mismatch or High Diff)
DZA.41.1260,True,0.3284387999607933,Worst (Mismatch or High Diff)
DZA.41.1255,True,0.3269937558628926,Worst (Mismatch or High Diff)
DZA.41.1261,True,0.32673377018527805,Worst (Mismatch or High Diff)
DZA.1.R0407246e18910365,True,0.32265396211705066,Worst (Mismatch or High Diff)
DZA.41.1256,True,0.32172026748138116,Worst (Mismatch or High Diff)
DZA.22.637,True,0.31437307050479313,Worst (Mismatch or High Diff)
USA.3.108,True,0.31412749220696035,Worst (Mismatch or High Diff)
