hierid,sign_match,diff_magnitude,Category
BLM,True,0.0,Best (Match + Low Diff)
CCK,True,0.0,Best (Match + Low Diff)
CXR,True,0.0,Best (Match + Low Diff)
MAF,True,0.0,Best (Match + Low Diff)
AIA,True,0.0,Best (Match + Low Diff)
GIB,True,0.0,Best (Match + Low Diff)
MCO,True,0.0,Best (Match + Low Diff)
BMU.R676c07148ce9acd1,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
MHL,True,0.0,Best (Match + Low Diff)
DZA.1.16,True,0.3674422530391017,Worst (Mismatch or High Diff)
DZA.41.1258,True,0.36518971025840175,Worst (Mismatch or High Diff)
DZA.1.1,True,0.3611655741685068,Worst (Mismatch or High Diff)
DZA.41.1260,True,0.35878914337475243,Worst (Mismatch or High Diff)
DZA.41.1255,True,0.3572105987010372,Worst (Mismatch or High Diff)
DZA.41.1261,True,0.35692461303165757,Worst (Mismatch or High Diff)
DZA.1.R0407246e18910365,True,0.35246654150189627,Worst (Mismatch or High Diff)
DZA.41.1256,True,0.35144980773394663,Worst (Mismatch or High Diff)
DZA.22.637,True,0.34341254691289813,Worst (Mismatch or High Diff)
DZA.41.1263,True,0.3407890647309574,Worst (Mismatch or High Diff)
