hierid,sign_match,diff_magnitude,Category
MHL,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
PCN,True,0.0,Best (Match + Low Diff)
GIB,True,0.0,Best (Match + Low Diff)
BMU.R676c07148ce9acd1,True,0.0,Best (Match + Low Diff)
VAT,True,0.0,Best (Match + Low Diff)
TKL.R509f9c8f36fd8571,True,0.0,Best (Match + Low Diff)
BLM,True,0.0,Best (Match + Low Diff)
AIA,True,0.0,Best (Match + Low Diff)
MCO,True,0.0,Best (Match + Low Diff)
DZA.1.16,True,0.3484228959795308,Worst (Mismatch or High Diff)
DZA.41.1258,True,0.34628740390733437,Worst (Mismatch or High Diff)
DZA.1.1,True,0.3425157342678077,Worst (Mismatch or High Diff)
DZA.41.1260,True,0.3402177390078259,Worst (Mismatch or High Diff)
DZA.41.1255,True,0.3387208472748857,Worst (Mismatch or High Diff)
DZA.41.1261,True,0.338450947628805,Worst (Mismatch or High Diff)
DZA.1.R0407246e18910365,True,0.3342241912959377,Worst (Mismatch or High Diff)
DZA.41.1256,True,0.3332583651656337,Worst (Mismatch or High Diff)
DZA.22.637,True,0.32564321232355997,Worst (Mismatch or High Diff)
DZA.41.1263,True,0.32314924870383754,Worst (Mismatch or High Diff)
