hierid,sign_match,diff_magnitude,Category
FJI.R13886963f95ae1bc,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
PER.13.119.R8290cb42f4290edd,True,3.7223129805211108e-06,Best (Match + Low Diff)
IND.31.477.1928,True,5.510610151036727e-06,Best (Match + Low Diff)
IND.31.470.1898,True,6.398004506833336e-06,Best (Match + Low Diff)
YEM.14.Re4683835eba0448a,True,9.142929103315376e-06,Best (Match + Low Diff)
USA.5.189,True,1.5584472954893428e-05,Best (Match + Low Diff)
CHN.26.269.1838,True,1.7102912913899525e-05,Best (Match + Low Diff)
USA.5.227,True,2.07528715505983e-05,Best (Match + Low Diff)
IDN.24.315,True,2.7538487464620596e-05,Best (Match + Low Diff)
MMR.10.35.167,True,0.6605588875243462,Worst (Mismatch or High Diff)
IND.23.350.1495,True,0.6543479104306338,Worst (Mismatch or High Diff)
MMR.10.35.166,True,0.6530651502991003,Worst (Mismatch or High Diff)
IND.23.355.1500,True,0.6398941368318969,Worst (Mismatch or High Diff)
MMR.10.35.168,True,0.6320029235374336,Worst (Mismatch or High Diff)
MMR.10.35.169,True,0.6304760685692468,Worst (Mismatch or High Diff)
MMR.10.35.165,True,0.6283168641995391,Worst (Mismatch or High Diff)
IND.23.351.1496,True,0.6202497153365962,Worst (Mismatch or High Diff)
MMR.10.32.158,True,0.6146329039184864,Worst (Mismatch or High Diff)
BGD.2.4.9.66,True,0.5942960068842404,Worst (Mismatch or High Diff)
