hierid,sign_match,diff_magnitude,Category
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
FJI.R13886963f95ae1bc,True,0.0,Best (Match + Low Diff)
NGA.3.R540e674a0d56dfa0,True,1.4107575321573023e-06,Best (Match + Low Diff)
SSD.3.8.R2e8d6611df79a48e,True,2.0893319990793934e-06,Best (Match + Low Diff)
BFA.9,True,2.3672633736456026e-05,Best (Match + Low Diff)
NGA.31.R6a953c6961a86bfb,True,2.6117247831928706e-05,Best (Match + Low Diff)
CHN.19.219.1469,True,3.0062482693169883e-05,Best (Match + Low Diff)
AUS.5.332,True,4.292498578020089e-05,Best (Match + Low Diff)
MEX.7.Ra9956ab7dc198c91,True,4.6152344294187616e-05,Best (Match + Low Diff)
CHN.29.298.2062,True,8.564383717615725e-05,Best (Match + Low Diff)
IND.23.355.1500,True,1.4879141716044502,Worst (Mismatch or High Diff)
IND.23.350.1495,True,1.4866645697803422,Worst (Mismatch or High Diff)
IND.23.351.1496,True,1.4684124149900604,Worst (Mismatch or High Diff)
IND.23.352.1497,True,1.3261348433306002,Worst (Mismatch or High Diff)
MMR.10.35.168,True,1.325372339021837,Worst (Mismatch or High Diff)
MMR.10.33.160,True,1.3246898003732928,Worst (Mismatch or High Diff)
MMR.10.35.166,True,1.323515602277189,Worst (Mismatch or High Diff)
MMR.10.35.167,True,1.3202677104827858,Worst (Mismatch or High Diff)
MMR.10.32.158,True,1.3111666307876342,Worst (Mismatch or High Diff)
MMR.10.35.169,True,1.3053319793478275,Worst (Mismatch or High Diff)
