hierid,sign_match,diff_magnitude,Category
MCO,True,0.0,Best (Match + Low Diff)
MAF,True,0.0,Best (Match + Low Diff)
NRU.R48a30b843dc4b8e2,True,0.0,Best (Match + Low Diff)
TKL.R509f9c8f36fd8571,True,0.0,Best (Match + Low Diff)
BLM,True,0.0,Best (Match + Low Diff)
MHL,True,0.0,Best (Match + Low Diff)
PCN,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
VAT,True,0.0,Best (Match + Low Diff)
CCK,True,0.0,Best (Match + Low Diff)
SDN.6.15.73.224,True,0.4897281028060382,Worst (Mismatch or High Diff)
SDN.6.15.73.226,True,0.4879503156464964,Worst (Mismatch or High Diff)
DZA.41.1258,True,0.4873174692583162,Worst (Mismatch or High Diff)
DZA.1.16,True,0.4824701011807786,Worst (Mismatch or High Diff)
DZA.1.5,True,0.48168380486069917,Worst (Mismatch or High Diff)
DZA.41.1261,True,0.4740733046955674,Worst (Mismatch or High Diff)
DZA.1.1,True,0.47151943692944454,Worst (Mismatch or High Diff)
IRQ.14.71,True,0.466495144990111,Worst (Mismatch or High Diff)
DZA.41.1260,True,0.46592014175713453,Worst (Mismatch or High Diff)
DZA.41.1256,True,0.46538904190066394,Worst (Mismatch or High Diff)
