hierid,sign_match,diff_magnitude,Category
GIB,True,0.0,Best (Match + Low Diff)
VAT,True,0.0,Best (Match + Low Diff)
TKL.R509f9c8f36fd8571,True,0.0,Best (Match + Low Diff)
PCN,True,0.0,Best (Match + Low Diff)
MCO,True,0.0,Best (Match + Low Diff)
MHL,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
CXR,True,0.0,Best (Match + Low Diff)
MAF,True,0.0,Best (Match + Low Diff)
BLM,True,0.0,Best (Match + Low Diff)
SDN.6.15.73.224,True,1.0622429485483922,Worst (Mismatch or High Diff)
SDN.6.15.73.226,True,1.060535301347168,Worst (Mismatch or High Diff)
DZA.41.1258,True,1.057958715679776,Worst (Mismatch or High Diff)
DZA.1.16,True,1.0520263358862538,Worst (Mismatch or High Diff)
DZA.1.5,True,1.0502900169256582,Worst (Mismatch or High Diff)
IRQ.14.71,True,1.049271074245607,Worst (Mismatch or High Diff)
DZA.41.1261,True,1.0382483666145643,Worst (Mismatch or High Diff)
IRQ.17.97,True,1.0373418195156416,Worst (Mismatch or High Diff)
DZA.1.1,True,1.0335881315084996,Worst (Mismatch or High Diff)
DZA.41.1260,True,1.0289247344683492,Worst (Mismatch or High Diff)
