hierid,sign_match,diff_magnitude,Category
GIB,True,0.0,Best (Match + Low Diff)
PCN,True,0.0,Best (Match + Low Diff)
MCO,True,0.0,Best (Match + Low Diff)
CCK,True,0.0,Best (Match + Low Diff)
CXR,True,0.0,Best (Match + Low Diff)
VAT,True,0.0,Best (Match + Low Diff)
TKL.R509f9c8f36fd8571,True,0.0,Best (Match + Low Diff)
NRU.R48a30b843dc4b8e2,True,0.0,Best (Match + Low Diff)
MAF,True,0.0,Best (Match + Low Diff)
MHL,True,0.0,Best (Match + Low Diff)
DZA.41.1258,True,0.44075130276643226,Worst (Mismatch or High Diff)
DZA.1.16,True,0.43636624085324904,Worst (Mismatch or High Diff)
DZA.1.5,True,0.4356549184990426,Worst (Mismatch or High Diff)
DZA.41.1261,True,0.42877400001776855,Worst (Mismatch or High Diff)
DZA.1.1,True,0.42655361560238403,Worst (Mismatch or High Diff)
DZA.41.1260,True,0.42139760767002815,Worst (Mismatch or High Diff)
DZA.41.1256,True,0.42091730888106854,Worst (Mismatch or High Diff)
DZA.1.R0407246e18910365,True,0.4181055231524393,Worst (Mismatch or High Diff)
IRQ.14.71,True,0.4145136592826425,Worst (Mismatch or High Diff)
DZA.41.1255,True,0.4143835236456656,Worst (Mismatch or High Diff)
