hierid,sign_match,diff_magnitude,Category
AIA,True,0.0,Best (Match + Low Diff)
BLM,True,0.0,Best (Match + Low Diff)
CXR,True,0.0,Best (Match + Low Diff)
MCO,True,0.0,Best (Match + Low Diff)
MAF,True,0.0,Best (Match + Low Diff)
CCK,True,0.0,Best (Match + Low Diff)
VAT,True,0.0,Best (Match + Low Diff)
TKL.R509f9c8f36fd8571,True,0.0,Best (Match + Low Diff)
BMU.R676c07148ce9acd1,True,0.0,Best (Match + Low Diff)
NRU.R48a30b843dc4b8e2,True,0.0,Best (Match + Low Diff)
DZA.41.1258,True,1.0046039372335023,Worst (Mismatch or High Diff)
DZA.1.16,True,0.998969592875522,Worst (Mismatch or High Diff)
DZA.1.5,True,0.9973207791204888,Worst (Mismatch or High Diff)
DZA.41.1261,True,0.9858890695033704,Worst (Mismatch or High Diff)
DZA.1.1,True,0.9815676160555653,Worst (Mismatch or High Diff)
DZA.41.1260,True,0.9770332205385155,Worst (Mismatch or High Diff)
DZA.41.1256,True,0.97178336318244,Worst (Mismatch or High Diff)
DZA.1.R0407246e18910365,True,0.9702561928290685,Worst (Mismatch or High Diff)
DZA.41.1255,True,0.9610263277825577,Worst (Mismatch or High Diff)
SDN.6.15.73.224,True,0.9593717261394081,Worst (Mismatch or High Diff)
