hierid,sign_match,diff_magnitude,Category
AIA,True,0.0,Best (Match + Low Diff)
CXR,True,0.0,Best (Match + Low Diff)
MHL,True,0.0,Best (Match + Low Diff)
PCN,True,0.0,Best (Match + Low Diff)
BMU.R676c07148ce9acd1,True,0.0,Best (Match + Low Diff)
NRU.R48a30b843dc4b8e2,True,0.0,Best (Match + Low Diff)
BLM,True,0.0,Best (Match + Low Diff)
MAF,True,0.0,Best (Match + Low Diff)
GIB,True,0.0,Best (Match + Low Diff)
TKL.R509f9c8f36fd8571,True,0.0,Best (Match + Low Diff)
DZA.41.1258,True,0.517168099024595,Worst (Mismatch or High Diff)
DZA.1.16,True,0.5120244739275148,Worst (Mismatch or High Diff)
DZA.1.5,True,0.5111900120347189,Worst (Mismatch or High Diff)
DZA.41.1261,True,0.5031117036444068,Worst (Mismatch or High Diff)
DZA.1.1,True,0.5003441945816639,Worst (Mismatch or High Diff)
DZA.41.1260,True,0.4944607262995487,Worst (Mismatch or High Diff)
DZA.41.1256,True,0.49389701895991484,Worst (Mismatch or High Diff)
DZA.1.R0407246e18910365,True,0.4905913124835318,Worst (Mismatch or High Diff)
DZA.41.1255,True,0.48623038016550596,Worst (Mismatch or High Diff)
DZA.22.637,True,0.47574306591970594,Worst (Mismatch or High Diff)
