hierid,sign_match,diff_magnitude,Category
GIB,True,0.0,Best (Match + Low Diff)
BMU.R676c07148ce9acd1,True,0.0,Best (Match + Low Diff)
MAF,True,0.0,Best (Match + Low Diff)
CXR,True,0.0,Best (Match + Low Diff)
BLM,True,0.0,Best (Match + Low Diff)
CCK,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
PCN,True,0.0,Best (Match + Low Diff)
MHL,True,0.0,Best (Match + Low Diff)
AIA,True,0.0,Best (Match + Low Diff)
DZA.41.1258,True,0.46274116470131865,Worst (Mismatch or High Diff)
DZA.1.16,True,0.4581377329733367,Worst (Mismatch or High Diff)
DZA.1.5,True,0.45739106324134204,Worst (Mismatch or High Diff)
DZA.41.1261,True,0.4501655906926274,Worst (Mismatch or High Diff)
DZA.1.1,True,0.44778785235779495,Worst (Mismatch or High Diff)
DZA.41.1260,True,0.4424225031872219,Worst (Mismatch or High Diff)
SDN.6.15.73.224,True,0.4423011665740443,Worst (Mismatch or High Diff)
DZA.41.1256,True,0.44191815264991924,Worst (Mismatch or High Diff)
SDN.6.15.73.226,True,0.4406954060985354,Worst (Mismatch or High Diff)
DZA.1.R0407246e18910365,True,0.43896426472520633,Worst (Mismatch or High Diff)
