hierid,sign_match,diff_magnitude,Category
CXR,True,0.0,Best (Match + Low Diff)
MCO,True,0.0,Best (Match + Low Diff)
PCN,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
GIB,True,0.0,Best (Match + Low Diff)
CCK,True,0.0,Best (Match + Low Diff)
MAF,True,0.0,Best (Match + Low Diff)
MHL,True,0.0,Best (Match + Low Diff)
AIA,True,0.0,Best (Match + Low Diff)
BLM,True,0.0,Best (Match + Low Diff)
SDN.6.15.73.224,True,0.5288569056294062,Worst (Mismatch or High Diff)
SDN.6.15.73.226,True,0.5269371795457098,Worst (Mismatch or High Diff)
DZA.41.1258,True,0.5182063379885924,Worst (Mismatch or High Diff)
DZA.1.16,True,0.5130523039954993,Worst (Mismatch or High Diff)
DZA.1.5,True,0.5122162948243264,Worst (Mismatch or High Diff)
DZA.41.1261,True,0.5041217868845744,Worst (Mismatch or High Diff)
DZA.1.1,True,0.501346852519789,Worst (Mismatch or High Diff)
DZA.41.1260,True,0.49545341878517163,Worst (Mismatch or High Diff)
DZA.41.1256,True,0.49488869873955116,Worst (Mismatch or High Diff)
DZA.1.R0407246e18910365,True,0.49157608570191413,Worst (Mismatch or High Diff)
