hierid,sign_match,diff_magnitude,Category
GIB,True,0.0,Best (Match + Low Diff)
BLM,True,0.0,Best (Match + Low Diff)
TUV.R06fb643237e8113e,True,0.0,Best (Match + Low Diff)
PCN,True,0.0,Best (Match + Low Diff)
MHL,True,0.0,Best (Match + Low Diff)
BMU.R676c07148ce9acd1,True,0.0,Best (Match + Low Diff)
MAF,True,0.0,Best (Match + Low Diff)
CCK,True,0.0,Best (Match + Low Diff)
NRU.R48a30b843dc4b8e2,True,0.0,Best (Match + Low Diff)
AIA,True,0.0,Best (Match + Low Diff)
DZA.41.1258,True,1.1227639728724426,Worst (Mismatch or High Diff)
DZA.1.16,True,1.1164696628283213,Worst (Mismatch or High Diff)
DZA.1.5,True,1.1146269834574172,Worst (Mismatch or High Diff)
DZA.41.1261,True,1.101844164941777,Worst (Mismatch or High Diff)
DZA.1.1,True,1.096773071660608,Worst (Mismatch or High Diff)
DZA.41.1260,True,1.091952946258305,Worst (Mismatch or High Diff)
DZA.41.1256,True,1.0860855189419318,Worst (Mismatch or High Diff)
DZA.1.R0407246e18910365,True,1.0843690417106393,Worst (Mismatch or High Diff)
DZA.41.1255,True,1.0740630949791694,Worst (Mismatch or High Diff)
DZA.22.637,True,1.0557087260419267,Worst (Mismatch or High Diff)
