hierid,sign_match,diff_magnitude,Category
MHL,True,0.0,Best (Match + Low Diff)
CCK,True,0.0,Best (Match + Low Diff)
GIB,True,0.0,Best (Match + Low Diff)
MCO,True,0.0,Best (Match + Low Diff)
AIA,True,0.0,Best (Match + Low Diff)
TKL.R509f9c8f36fd8571,True,0.0,Best (Match + Low Diff)
CXR,True,0.0,Best (Match + Low Diff)
MAF,True,0.0,Best (Match + Low Diff)
VAT,True,0.0,Best (Match + Low Diff)
BMU.R676c07148ce9acd1,True,0.0,Best (Match + Low Diff)
DZA.41.1258,True,0.4587093100997993,Worst (Mismatch or High Diff)
DZA.1.16,True,0.45414594904630856,Worst (Mismatch or High Diff)
DZA.1.5,True,0.4534056994909552,Worst (Mismatch or High Diff)
DZA.41.1261,True,0.4462434195405852,Worst (Mismatch or High Diff)
DZA.1.1,True,0.4438944697617724,Worst (Mismatch or High Diff)
DZA.41.1260,True,0.43856746316523426,Worst (Mismatch or High Diff)
DZA.41.1256,True,0.43806750114108556,Worst (Mismatch or High Diff)
DZA.1.R0407246e18910365,True,0.4351396871418961,Worst (Mismatch or High Diff)
DZA.41.1255,True,0.43126761493681437,Worst (Mismatch or High Diff)
DZA.22.637,True,0.42198093974417716,Worst (Mismatch or High Diff)
